ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111111111111111110 63 113240767165735 111111111111111110 113140767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113340767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113440767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113540767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113640767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113740767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113200767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113210767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113220767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113230767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113250767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113260767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113270767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113241767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113242767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113243767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113244767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113245767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113246767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113247767165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111100000000011111 113240067165735 12.74 16.68 16.00
0111111111111111110 63 113240767165735 111111000000000011 113240167165735 12.74 16.68 18.60
0111111111111111110 63 113240767165735 111111110000000000 113240267165735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111000000000 113240367165735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111110000000 113240467165735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111100000 113240567165735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111111000 113240667165735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111111110 113240707165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240717165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240727165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240737165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240747165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240757165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240777165735 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111111 113240760165735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240761165735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240762165735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240763165735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240764165735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240765165735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240766165735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767065735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111000000 113240767265735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111000000000 113240767365735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111110000000000 113240767465735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111100000000000 113240767565735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111000000000001 113240767665735 12.74 14.59 16.00
0111111111111111110 63 113240767165735 111110000000000001 113240767765735 12.74 14.59 16.00
0111111111111111110 63 113240767165735 111111111000000000 113240767105735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111100000000 113240767115735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111110000000 113240767125735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111000000 113240767135735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111100000 113240767145735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111111000 113240767155735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111111111 113240767175735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767160735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767161735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767162735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767163735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767164735 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111000 113240767166735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111100000 113240767167735 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111111110 113240767165035 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240767165135 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240767165235 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240767165335 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240767165435 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240767165535 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111111111111110 113240767165635 12.74 10.42 8.10
0111111111111111110 63 113240767165735 111111000000000001 113240767165705 12.74 14.59 16.00
0111111111111111110 63 113240767165735 111111111100000000 113240767165715 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111100000 113240767165725 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111111111 113240767165745 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165755 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165765 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165775 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165730 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165731 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165732 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165733 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111111 113240767165734 12.74 4.17 5.50
0111111111111111110 63 113240767165735 111111111111111000 113240767165736 12.74 12.51 13.30
0111111111111111110 63 113240767165735 111111111111100000 113240767165737 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111111 034046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 134046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 234046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 334046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 434046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111110 534046617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 734046617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111110000 604046617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111000 614046617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111100 624046617676141 12.74 12.51 10.70
0111111111111111110 87 634046617676141 111111111111111111 644046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 654046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 664046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 674046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111000000 630046617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111110000 631046617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111000 632046617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111100 633046617676141 12.74 12.51 10.70
0111111111111111110 87 634046617676141 111111111111111110 635046617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111111 636046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 637046617676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111000 634146617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111110000 634246617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111110000 634346617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111100000 634446617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111100000 634546617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111100000 634646617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111100000 634746617676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111110 634006617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634016617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634026617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634036617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634056617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634066617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634076617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634040617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634041617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634042617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634043617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634044617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634045617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634047617676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111000000000 634046017676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111000000001 634046117676141 12.74 14.59 16.00
0111111111111111110 87 634046617676141 111111111100000000 634046217676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111000000 634046317676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111100000 634046417676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111000 634046517676141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111111 634046717676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111110 634046607676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046627676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046637676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046647676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046657676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046667676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046677676141 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111111 634046610676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046611676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046612676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046613676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046614676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046615676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046616676141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617076141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617176141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617276141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617376141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617476141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617576141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111000 634046617776141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111110000000000 634046617606141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111000000000 634046617616141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111100000000 634046617626141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111110000000 634046617636141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111000000 634046617646141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111110000 634046617656141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111000 634046617666141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111111 634046617670141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617671141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617672141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617673141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617674141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617675141 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111000 634046617677141 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111110 634046617676041 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046617676241 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046617676341 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046617676441 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046617676541 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046617676641 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111111111111110 634046617676741 12.74 10.42 8.10
0111111111111111110 87 634046617676141 111111100000000001 634046617676101 12.74 14.59 16.00
0111111111111111110 87 634046617676141 111111111000000000 634046617676111 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111000000 634046617676121 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111110000 634046617676131 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111111111111 634046617676151 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617676161 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617676171 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111111111 634046617676140 12.74 4.17 5.50
0111111111111111110 87 634046617676141 111111111111000000 634046617676142 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111111100000000 634046617676143 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111110000000000 634046617676144 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111100000000000 634046617676145 12.74 12.51 13.30
0111111111111111110 87 634046617676141 111111000000000001 634046617676146 12.74 14.59 16.00
0111111111111111110 87 634046617676141 111111000000000001 634046617676147 12.74 14.59 16.00
0111111111111111110 101 102656161701220 111111111111111110 002656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111110 202656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111100 302656161701220 12.74 12.51 10.70
0111111111111111110 101 102656161701220 111111111111111100 402656161701220 12.74 12.51 10.70
0111111111111111110 101 102656161701220 111111111111111100 502656161701220 12.74 12.51 10.70
0111111111111111110 101 102656161701220 111111111111111000 602656161701220 12.74 12.51 13.30
0111111111111111110 101 102656161701220 111111111111111000 702656161701220 12.74 12.51 13.30
0111111111111111110 101 102656161701220 111111111111111110 112656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111111 122656161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111111 132656161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111111 142656161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111111 152656161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111111 162656161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111111 172656161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111100 100656161701220 12.74 12.51 10.70
0111111111111111110 101 102656161701220 111111111111111110 101656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111110 103656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111110 104656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111110 105656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111110 106656161701220 12.74 10.42 8.10
0111111111111111110 101 102656161701220 111111111111111111 107656161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111111 102056161701220 12.74 4.17 5.50
0111111111111111110 101 102656161701220 111111111111111111 102156161701220 12.74 4.17 5.50
