ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRRULUUULLLDDLDRD	URUUULDDLLDRDDRRURUURULU	2	0.004705882352941176 48.14 50.43 46.80
UUUURDDDRRULUUULLLDDLDRD	UURRDLDDLLUULLURRURRURDR	1	0.002352941176470588 48.14 48.14 46.80
UUUURDDDRRULUUULLLDDLDRD	UUUURDDDRRULUUULLLDDLDRD	32	0.07529411764705882 48.14 48.14 16.10
UUUURDDDRRULUUULLLDDLDRD	UUUURDDRURDDLLDDLLUULURU	1	0.002352941176470588 48.14 45.85 41.30
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRURDDLLDLLULUURD	AAAAAAAAAAAAAAAAAAAA	728	0.832 45.85 8.64 14.30
UUUURDDDRURDDLLDLLULUURD	URDDLLUUULURRDRUURDRDDLU	1	0.001142857142857143 45.85 48.14 40.80
UUUURDDDRURDDLLDLLULUURD	URRRDLLDLDLULURULURURRDL	2	0.002285714285714286 45.85 43.56 40.80
UUUURDDDRURDDLLDLLULUURD	URRRDLLDLDLUUULLURRURRDL	2	0.002285714285714286 45.85 48.14 46.40
UUUURDDDRURDDLLDLLULUURD	URRRULLULDLDLDRDRDRRUULD	2	0.002285714285714286 45.85 45.85 46.40
UUUURDDDRURDDLLDLLULUURD	URRRULLULDLLDRDLDRRDRUUR	1	0.001142857142857143 45.85 52.73 54.70
UUUURDDDRURDDLLDLLULUURD	URRULULDLULDDRDDRDRRUULD	1	0.001142857142857143 45.85 45.85 49.10
UUUURDDDRURDDLLDLLULUURD	URULLDDLDLDRRURDDRURUULD	1	0.001142857142857143 45.85 48.14 46.40
UUUURDDDRURDDLLDLLULUURD	URULULDDLULDDRRDRDRRUULD	4	0.004571428571428572 45.85 45.85 46.40
UUUURDDDRURDDLLDLLULUURD	URUULDLDLULDDRRDRRURRULU	1	0.001142857142857143 45.85 48.14 46.40
UUUURDDDRURDDLLDLLULUURD	URUURRDLDRRUURDDDLLDLLUR	1	0.001142857142857143 45.85 52.73 40.80
UUUURDDDRURDDLLDLLULUURD	URUUULDDLULDDRDDRRURURUL	2	0.002285714285714286 45.85 45.85 46.40
UUUURDDDRURDDLLDLLULUURD	UUURRDLDRRDLLDLDLUULUURD	1	0.001142857142857143 45.85 41.26 35.20
UUUURDDDRURDDLLDLLULUURD	UUURURDDLDRRDLLDLLULUURD	2	0.002285714285714286 45.85 48.14 32.40
UUUURDDDRURDDLLDLLULUURD	UUUURDDDRURDDLLDLLULUURD	122	0.13942857142857143 45.85 45.85 15.60
UUUURDDDRURDDLLDLLULUURD	UUUURDDRRDDLULDDLLULUURD	2	0.002285714285714286 45.85 43.56 29.60
UUUURDDDRURDDLLDLLULUURD	UUUURRDLDRRDLLDDLLULUURD	2	0.002285714285714286 45.85 45.85 35.20
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRURDDLLDLLUULURU	AAAAAAAAAAAAAAAAAAAA	407	0.8568421052631578 45.85 8.64 17.00
UUUURDDDRURDDLLDLLUULURU	URRDLDLDLULLURRULURRURDR	2	0.004210526315789474 45.85 41.26 40.80
UUUURDDDRURDDLLDLLUULURU	URRRDLLDLDLULURULURRURDR	1	0.002105263157894737 45.85 48.14 46.40
UUUURDDDRURDDLLDLLUULURU	URRRDLLDRDDLULULUUURURDR	1	0.002105263157894737 45.85 45.85 43.60
UUUURDDDRURDDLLDLLUULURU	URRRULLULDLLDRDLDRRDRUUR	1	0.002105263157894737 45.85 52.73 51.90
UUUURDDDRURDDLLDLLUULURU	URULLDDDLULDDRRRURURRULU	2	0.004210526315789474 45.85 45.85 46.40
UUUURDDDRURDDLLDLLUULURU	URULULDDLULDDRRDRRURRULU	6	0.01263157894736842 45.85 43.56 43.60
UUUURDDDRURDDLLDLLUULURU	URUURDDRDLLDLLULLURRUURD	1	0.002105263157894737 45.85 45.85 40.80
UUUURDDDRURDDLLDLLUULURU	URUUULDDLDLLDRRDRRURRULU	5	0.010526315789473684 45.85 50.43 46.40
UUUURDDDRURDDLLDLLUULURU	UUURDRDLDRDLDLULLURULURU	1	0.002105263157894737 45.85 41.26 38.00
UUUURDDDRURDDLLDLLUULURU	UUURDRDLDRRDLLDLULUULURU	1	0.002105263157894737 45.85 50.43 40.80
UUUURDDDRURDDLLDLLUULURU	UUUURDDDRURDDLLDLLUULURU	40	0.08421052631578947 45.85 45.85 15.60
UUUURDDDRURDDLLDLLUULURU	UUUURDDRDLDRDLDLULUULURU	2	0.004210526315789474 45.85 43.56 35.20
UUUURDDDRURDDLLDLLUULURU	UUUURDDRRDDLULDDLLUULURU	3	0.00631578947368421 45.85 48.14 35.20
UUUURDDDRURDDLLDLLUULURU	UUUURRDLDRRDLLDDLLUULURU	2	0.004210526315789474 45.85 48.14 38.00
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRURULUULLLDDDLDR	AAAAAAAAAAAAAAAAAAAA	580	0.8923076923076924 50.43 8.64 15.10
UUUURDDDRURULUULLLDDDLDR	URRRULLUULULDLLDRRRDLLDR	1	0.0015384615384615385 50.43 45.85 41.80
UUUURDDDRURULUULLLDDDLDR	URULLDLUURURDRURDRDLDDRU	1	0.0015384615384615385 50.43 45.85 36.20
UUUURDDDRURULUULLLDDDLDR	URULULDDDLDLULUURDRUUULD	1	0.0015384615384615385 50.43 45.85 33.40
UUUURDDDRURULUULLLDDDLDR	URURRULULDLDLULDLLDRRDRU	1	0.0015384615384615385 50.43 48.14 41.80
UUUURDDDRURULUULLLDDDLDR	URURULLDLDDLULURURURRURD	2	0.003076923076923077 50.43 43.56 39.00
UUUURDDDRURULUULLLDDDLDR	URUUULDDLDDLULLURRURUULD	1	0.0015384615384615385 50.43 48.14 39.00
UUUURDDDRURULUULLLDDDLDR	URUUULDDLDDLUULLURRRUULD	1	0.0015384615384615385 50.43 48.14 41.80
UUUURDDDRURULUULLLDDDLDR	UURRULLLDDLDRDDRURUURRDL	1	0.0015384615384615385 50.43 50.43 41.80
UUUURDDDRURULUULLLDDDLDR	UURULLDLLDDRURDDRRUURRUL	1	0.0015384615384615385 50.43 45.85 44.50
UUUURDDDRURULUULLLDDDLDR	UUUURDDDRURULUULLLDDDLDR	60	0.09230769230769231 50.43 50.43 16.60
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRURULUULLLDLDRDD	AAAAAAAAAAAAAAAAAAAA	225	0.9 45.85 8.64 14.30
UUUURDDDRURULUULLLDLDRDD	URULLDLUURURDRURDRDRDLLU	2	0.008 45.85 43.56 40.80
UUUURDDDRURULUULLLDLDRDD	URUULDLDLUURURRRDRDRDLLU	1	0.004 45.85 45.85 49.10
UUUURDDDRURULUULLLDLDRDD	URUUULDDLDDLULLURRULURRD	1	0.004 45.85 50.43 51.90
UUUURDDDRURULUULLLDLDRDD	UURDRUULLLULDLLDRDRDRUUL	3	0.012 45.85 45.85 40.80
UUUURDDDRURULUULLLDLDRDD	UUUURDDDRURULUULLLDLDRDD	18	0.072 45.85 45.85 15.60
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRUURULULLLDDDLDR	AAAAAAAAAAAAAAAAAAAA	531	0.885 50.43 8.64 15.10
UUUURDDDRUURULULLLDDDLDR	URRDLDLDLUULLURRUURDRURD	1	0.0016666666666666668 50.43 50.43 44.50
UUUURDDDRUURULULLLDDDLDR	URURULLDLDLDLUURURURRURD	1	0.0016666666666666668 50.43 38.97 39.00
UUUURDDDRUURULULLLDDDLDR	URUULDLDDLULURURUURDRRDD	1	0.0016666666666666668 50.43 48.14 39.00
UUUURDDDRUURULULLLDDDLDR	UURULLDDLUUURRRRDDRDLDLU	1	0.0016666666666666668 50.43 50.43 41.80
UUUURDDDRUURULULLLDDDLDR	UUURDDRURULULLULDLDRDLDR	1	0.0016666666666666668 50.43 50.43 39.00
UUUURDDDRUURULULLLDDDLDR	UUURDDRURULULLULLDRDDLDR	1	0.0016666666666666668 50.43 48.14 33.40
UUUURDDDRUURULULLLDDDLDR	UUUURDDDRUURULULLLDDDLDR	60	0.1 50.43 50.43 16.60
UUUURDDDRUURULULLLDDDLDR	UUUURURDDLDRDLDDLLUUULUR	1	0.0016666666666666668 50.43 45.85 39.00
UUUURDDDRUURULULLLDDDLDR	UUUUURDRDLDRDLDDLLUUULUR	2	0.0033333333333333335 50.43 43.56 39.00
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRUUUULLLDDLLDRRD	AAAAAAAAAAAAAAAAAAAA	439	0.9242105263157895 45.85 8.64 14.30
UUUURDDDRUUUULLLDDLLDRRD	URUULDLULDDRDLLULURUURRR	1	0.002105263157894737 45.85 52.73 49.10
UUUURDDDRUUUULLLDDLLDRRD	UURDDRURULULLUULDDLLDRRD	1	0.002105263157894737 45.85 52.73 43.60
UUUURDDDRUUUULLLDDLLDRRD	UURDDRURULUULDLULDLLDRRD	1	0.002105263157894737 45.85 50.43 43.60
UUUURDDDRUUUULLLDDLLDRRD	UURRDLDDRURRULUULLULDLDD	1	0.002105263157894737 45.85 48.14 46.40
UUUURDDDRUUUULLLDDLLDRRD	UURUULDLLDRDDDRRUURURULU	1	0.002105263157894737 45.85 48.14 46.40
UUUURDDDRUUUULLLDDLLDRRD	UUURDDDRRULUUULLLDLLDRRD	1	0.002105263157894737 45.85 50.43 32.40
UUUURDDDRUUUULLLDDLLDRRD	UUURRDLDDRURUUULLLLDLDRD	1	0.002105263157894737 45.85 48.14 40.80
UUUURDDDRUUUULLLDDLLDRRD	UUURRDLDRRUUULLULDLDLDRD	1	0.002105263157894737 45.85 45.85 43.60
UUUURDDDRUUUULLLDDLLDRRD	UUUURDDDRUURULULLLDDLDRD	1	0.002105263157894737 45.85 48.14 32.40
UUUURDDDRUUUULLLDDLLDRRD	UUUURDDDRUUUULLLDDLLDRRD	26	0.05473684210526316 45.85 45.85 15.60
UUUURDDDRUUUULLLDDLLDRRD	UUUURURDDLDDDDLLUULLURRU	1	0.002105263157894737 45.85 43.56 40.80
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRUUUULLLDLDDDRUU	AAAAAAAAAAAAAAAAAAAA	475	0.9047619047619048 38.97 8.64 12.90
UUUURDDDRUUUULLLDLDDDRUU	URURULLLURRULLLDDLDRDRUR	1	0.0019047619047619048 38.97 48.14 44.80
UUUURDDDRUUUULLLDLDDDRUU	URUULDLLDRDDRRURURUUULDD	1	0.0019047619047619048 38.97 48.14 39.20
UUUURDDDRUUUULLLDLDDDRUU	UURDDRUUULLUULDLDLDRDRUU	1	0.0019047619047619048 38.97 45.85 36.40
UUUURDDDRUUUULLLDLDDDRUU	UURDRUULLLUULDDLDDRDRUUL	2	0.0038095238095238095 38.97 48.14 42.00
UUUURDDDRUUUULLLDLDDDRUU	UUUURDDDRUUUULLLDLDDDRUU	42	0.08 38.97 38.97 14.10
UUUURDDDRUUUULLLDLDDDRUU	UUUURDDDRUUUULLLLDRDLDRD	2	0.0038095238095238095 38.97 38.97 25.20
UUUURDDDRUUUULLLDLDDDRUU	UUUURDDDRUUUULULDLDDLDRD	1	0.0019047619047619048 38.97 45.85 30.80
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRUUUULLLDLDRDLDR	AAAAAAAAAAAAAAAAAAAA	364	0.91 41.26 8.64 13.30
UUUURDDDRUUUULLLDLDRDLDR	URRULLLLURRULLLDDLDRRDRU	1	0.0025 41.26 48.14 45.30
UUUURDDDRUUUULLLDLDRDLDR	URUULDLDLUURURRRDRDLDDLD	1	0.0025 41.26 48.14 45.30
UUUURDDDRUUUULLLDLDRDLDR	URUURDDRDLLDDLULULURUURD	1	0.0025 41.26 45.85 45.30
UUUURDDDRUUUULLLDLDRDLDR	UURDRURURULULDDLLULDDLDR	1	0.0025 41.26 43.56 48.10
UUUURDDDRUUUULLLDLDRDLDR	UUUURDDDRUUUULLLDLDRDLDR	32	0.08 41.26 41.26 14.50
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRUUUULLLLDRDLDRD	AAAAAAAAAAAAAAAAAAAA	304	0.9353846153846154 38.97 8.64 12.90
UUUURDDDRUUUULLLLDRDLDRD	URUULDLDDLULURURURURDRDD	1	0.003076923076923077 38.97 41.26 42.00
UUUURDDDRUUUULLLLDRDLDRD	URUURDDRDLLDLLUULURUURDD	1	0.003076923076923077 38.97 43.56 44.80
UUUURDDDRUUUULLLLDRDLDRD	UURDRURURULULDDLULDLLDRD	1	0.003076923076923077 38.97 45.85 50.40
UUUURDDDRUUUULLLLDRDLDRD	UUUURDDDRUUUULLLDLDDDRUU	2	0.006153846153846154 38.97 38.97 25.20
UUUURDDDRUUUULLLLDRDLDRD	UUUURDDDRUUUULLLLDRDLDRD	16	0.04923076923076923 38.97 38.97 14.10
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDDRUUUULULDLDDLDRD	AAAAAAAAAAAAAAAAAAAA	275	0.9166666666666666 45.85 8.64 14.30
UUUURDDDRUUUULULDLDDLDRD	URULLDLUURRURDRRDRDLDLUU	1	0.0033333333333333335 45.85 43.56 43.60
UUUURDDDRUUUULULDLDDLDRD	UURDRDRDRUULULULLULDLDRD	1	0.0033333333333333335 45.85 43.56 40.80
UUUURDDDRUUUULULDLDDLDRD	UUURDDRRULURULULDLLDLDRD	1	0.0033333333333333335 45.85 48.14 35.20
UUUURDDDRUUUULULDLDDLDRD	UUUURDDDRUUURULLLLDDLDRD	1	0.0033333333333333335 45.85 43.56 29.60
UUUURDDDRUUUULULDLDDLDRD	UUUURDDDRUUUULLLDLDDDRUU	1	0.0033333333333333335 45.85 38.97 21.20
UUUURDDDRUUUULULDLDDLDRD	UUUURDDDRUUUULULDLDDLDRD	20	0.06666666666666667 45.85 45.85 15.60
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDRDLDDLDLULURULURU	AAAAAAAAAAAAAAAAAAAA	680	0.85 43.56 8.64 13.70
UUUURDDRDLDDLDLULURULURU	URDDLLLLURRULLURURDRURDR	2	0.0025 43.56 45.85 48.60
UUUURDDRDLDDLDLULURULURU	URRDLDLDLULURULUURDRURDR	2	0.0025 43.56 43.56 34.60
UUUURDDRDLDDLDLULURULURU	URRDLDLDLULURUURRRULULDL	1	0.00125 43.56 43.56 34.60
UUUURDDRDLDDLDLULURULURU	URRDLDLDLULURUURURDRURDD	1	0.00125 43.56 43.56 34.60
UUUURDDRDLDDLDLULURULURU	URRRDDLULDDLULUULURRURDR	1	0.00125 43.56 43.56 43.00
UUUURDDRDLDDLDLULURULURU	URRRDLLDDLULUULUURDRURDR	1	0.00125 43.56 45.85 45.80
UUUURDDRDLDDLDLULURULURU	URRRDLLDLLDLUURULURRURDR	1	0.00125 43.56 45.85 40.20
UUUURDDRDLDDLDLULURULURU	URRRULLULDLDDLDRDDRUURUR	1	0.00125 43.56 50.43 43.00
UUUURDDRDLDDLDLULURULURU	URRRULLULDLDLULDDRRDRRUR	2	0.0025 43.56 48.14 51.30
UUUURDDRDLDDLDLULURULURU	URRRULLULDLULLDRDRDDRRUR	1	0.00125 43.56 48.14 48.60
UUUURDDRDLDDLDLULURULURU	URRRUULDLUULDDLDLDRDRRUR	1	0.00125 43.56 45.85 45.80
UUUURDDRDLDDLDLULURULURU	URRURDDRDDRDLDLULURULLUR	4	0.005 43.56 48.14 37.40
UUUURDDRDLDDLDLULURULURU	URULLDDLDDLDRDRURULURRUR	2	0.0025 43.56 45.85 43.00
UUUURDDRDLDDLDLULURULURU	URULLDDLDRDRURURRULURULL	1	0.00125 43.56 45.85 40.20
UUUURDDRDLDDLDLULURULURU	URUURDDRDLLDLDDLLURULURU	1	0.00125 43.56 50.43 34.60
UUUURDDRDLDDLDLULURULURU	UURRDLDRDLLDDLUULURULURU	1	0.00125 43.56 48.14 34.60
UUUURDDRDLDDLDLULURULURU	UURRULLULDLDRDDDRRURRULL	1	0.00125 43.56 43.56 45.80
UUUURDDRDLDDLDLULURULURU	UURULLDLDRDDRDRURULURRUL	2	0.0025 43.56 45.85 40.20
UUUURDDRDLDDLDLULURULURU	UURURDRDLLDDLDLULURULURU	1	0.00125 43.56 43.56 26.20
UUUURDDRDLDDLDLULURULURU	UUURDRDLDRDLLDLULURULURU	1	0.00125 43.56 43.56 31.80
UUUURDDRDLDDLDLULURULURU	UUURURDDLDDDLDLULURULURU	2	0.0025 43.56 41.26 29.00
UUUURDDRDLDDLDLULURULURU	UUUURDDRDLDDLDLULURULURU	84	0.105 43.56 43.56 15.00
UUUURDDRDLDDLDLULURULURU	UUUURDDRDLDDLDLUULUUURDD	2	0.0025 43.56 38.97 23.40
UUUURDDRDLDDLDLULURULURU	UUUURDDRDLDDLLULLURUURDD	1	0.00125 43.56 45.85 31.80
UUUURDDRDLDDLDLULURULURU	UUUURDDRDLDDLLULLUURDRUU	2	0.0025 43.56 48.14 34.60
UUUURDDRDLDDLDLULURULURU	UUUURDDRDLDRDLLLLURULURU	1	0.00125 43.56 41.26 29.00
ParentPhenotyope MutantPhenotype count proportion KC_col1 KC_col4 Conditional_Complexity
UUUURDDRDLDDLDLUULLURURD	AAAAAAAAAAAAAAAAAAAA	467	0.8490909090909091 48.14 8.64 14.70
UUUURDDRDLDDLDLUULLURURD	URDDLLLDLUUURDRUULURRRDL	1	0.0018181818181818182 48.14 50.43 46.80
UUUURDDRDLDDLDLUULLURURD	URRDLDLDLULURULURUURDRDL	2	0.0036363636363636364 48.14 43.56 46.80
UUUURDDRDLDDLDLUULLURURD	URRRDLLDDLULULURUUURDRDL	1	0.0018181818181818182 48.14 45.85 44.10
UUUURDDRDLDDLDLUULLURURD	URRRULLULDLDDLLDRRDRURUR	1	0.0018181818181818182 48.14 50.43 49.60
UUUURDDRDLDDLDLUULLURURD	URULLDDLDRRDRDRURRULLULD	1	0.0018181818181818182 48.14 50.43 52.40
UUUURDDRDLDDLDLUULLURURD	URULLURURDRDDRDLLDLLULUR	1	0.0018181818181818182 48.14 50.43 38.50
UUUURDDRDLDDLDLUULLURURD	URULULDLDRDDRDDRURRULULD	6	0.01090909090909091 48.14 41.26 41.30
UUUURDDRDLDDLDLUULLURURD	URULULDLDRDLDDRURDRRUULD	1	0.0018181818181818182 48.14 48.14 49.60
UUUURDDRDLDDLDLUULLURURD	UURRULLULDLDRDLDRDRRURUL	1	0.0018181818181818182 48.14 45.85 44.10
UUUURDDRDLDDLDLUULLURURD	UUURDDRRDLLDLDLUULLURURD	1	0.0018181818181818182 48.14 48.14 27.30
UUUURDDRDLDDLDLUULLURURD	UUURDDRURDRDLDLULDLLULUR	1	0.0018181818181818182 48.14 48.14 41.30
UUUURDDRDLDDLDLUULLURURD	UUUURDDRDLDDLDLUULLURURD	62	0.11272727272727273 48.14 48.14 16.10
UUUURDDRDLDDLDLUULLURURD	UUUURDDRDLDDLLULDLUURURD	1	0.0018181818181818182 48.14 50.43 35.70
